date,file_name,vt_title_en,vl_order,vl_row_id,heading,subject_of_the_amendment,am_no,author,rcv_etc,vote,remarks,vl_title_en
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,167,,§ 50,§,original text,split,"","",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,168,,§ 50,"","",1,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,169,,§ 50,"","",2 RCV,+,"Urges regular EU-US summits and deeper transatlantic cooperation on trade, security, technology, and cyber threats.",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,170,,After § 50,61,Renew,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,171,,After § 50,117,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,172,,§ 51,118,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,173,,§ 51,§,original text,split,"","",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,174,,§ 51,"","",1,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,175,,§ 51,"","",2 RCV,+,“with the objective of achieving a genuine European Defence Union”,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,176,,After § 51,17,ESN,RCV,-,Reaffirms the sovereign right of MS to define their own CFSP,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,177,,After § 51,51,The Left,RCV,-,Affirms autonomy of MS to decide their own defence policy,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,178,,§ 58,119,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,179,,§ 67,120,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,180,,§ 68,121,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,181,,§ 69,162,PfE,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,182,,§ 70,§,original text,split,"","",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,183,,§ 70,"","",1,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,184,,§ 70,"","",2 RCV,+,Memorandums of understanding between EU and the Southern Neighbourhood should be “conditional on cooperating on migration”,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,185,,After § 70,52,The Left,RCV,-,Calls for an arms embargo on Turkey,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,186,,§ 71,163,PfE,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,187,,§ 74,20,S&D,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,188,,§ 74,164,PfE,RCV,-,Notes decline of rights and freedoms in South America due to the spread of socialism,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,189,,§ 75,123,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,190,,§ 75,§,original text,RCV,+,Welcomes the signing of the EU-Chile Advanced Framework Agreement; calls for signing of the EU-Mexico Agreement;,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,191,,§ 76,53,The Left,RCV,-,"Calls for definitively abandoning the signing the EU-Mercosur
adoption 53 = 64, 1, 10 and 165 fall",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,192,,§ 76,64,Greens/ EFA,RCV,-,"Concerning Mercosur, regrets that farmers have not been sufficiently guaranteed a level playing field and the lack of enforceability of the chapter on trade and sustainable development; calls on the Commission to envisage instead a different development-oriented partnership;
adoption 64 = 1, 10 and 165 fall",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,193,,§ 76,1,ECR,RCV,-,"Concerning Mercosur, expresses concern regarding its potentially negative impact on the EU calls for evaluating standards and complies with the reciprocity principle, before ratification;
adoption 1 = 10 and 165 fall",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,194,,§ 76,10,MEPs,RCV,-,"Expresses concerns about Mercosur; emphasises the need for stronger protections for EU farmers, and better alignment with EU standards; underlines that the EU-Mercosur agreement should not be ratified as it stands
adoption 10 = 165 falls",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,195,,§ 76,§,original text,RCV,+,Welcomes the conclusion of the agreement with Mercosur; underlines that Parliament will examine whether the provisions on sustainability meet the highest levels of ambition;,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,196,,After § 76,54,The Left,RCV,-,Criticises EU trade deals as incompatible with core values; calls for suspension and policy overhaul.,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,197,,After § 76,55,The Left,RCV,-,Expresses concern about the potential split of the EU-Mercosur agreement;,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,198,,After § 77,165,PfE,RCV,-,Expresses concern over the agricultural aspects of Mercosur: asks for it not to be ratified;,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,199,,§ 81,65,Greens/ EFA,RCV,+,"calls on the Commission to ensure the active involvement of Parliament in the establishment, and monitoring of trade and investment partnerships;",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,200,,After § 87,7,ECR,RCV,+,"Highlights corruption's role in undermining democracy; calls for robust, coordinated EU anti-corruption strategy in CFSP",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,201,,"§ 88, indent 3",166,PfE,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,202,,"§ 88, indent 4",167,PfE,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,203,,"§ 88, indent 7",8,ECR,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,204,,"§ 88, indent 7",§,original text,split,"","",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,205,,"§ 88, indent 7","","",1,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,206,,"§ 88, indent 7","","",2,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,207,,§ 96,§,original text,separate,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,208,,"§ 97, indent 3",9,ECR,RCV,free vote,Replaces “resources for green diplomacy” with “funding for physical barriers at the EUs external border”,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,209,,"§ 97, indent 4",§,original text,separate,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,210,,Citation 1,11,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,211,,Citation 6,67,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,212,,Citation 7,68,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,213,,After citation 13,69,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,214,,Citation 37,§,original text,separate,free vote,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,215,,Citation 38,§,original text,separate,-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,216,,After citation 38,70,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,217,,Recital B,125,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,218,,Recital C,138,PfE,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,219,,Recital D,126,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,220,,Recital E,139,PfE,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,221,,Recital F,127,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,222,,Recital F,§,original text,split,"","",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,223,,Recital F,"","",1,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,224,,Recital F,"","",2,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,225,,Recital G,128,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,226,,Recital G,140,PfE,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,227,,Recital H,§,original text,separate,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,228,,After recital L,21,The Left,RCV,-,Notes the ICC arrest warrants for Israeli Prime Minister Netanyahu ad former Defence Minister Gallant,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,229,,After recital L,22,The Left,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,230,,After recital L,23,The Left,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,231,,After recital L,24,The Left,RCV,-,"Cites ICC opinion deeming Palestine occupation illegal; urges states to avoid policies reinforcing it, e.g. trade. ",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,232,,Recital M,141D,PfE,"",-,adoption 141D = 71 falls,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,233,,Recital M,71,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,234,,Recital Q,12,ESN,RCV,-,Weakens language on enlargement and highlights the need for unanimity in decision making,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,235,,After recital Q,13,ESN,RCV,-,Considers that enlargement has reached its limits for the cohesion of the EU;,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,236,,Recital R,129,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,237,,After recital R,25,The Left,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,238,,Recital S,130,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,239,,Recital U,26,The Left,RCV,-,Deletes reference that joining the EU requires foreign policy alignment also “with votes in the UN General Assembly”,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,240,,Recital W,131,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,241,,Recital Y,2,ECR,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,242,,Recital Z,132,ESN,"",-,adoption 132 = 142 falls,Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,243,,Recital Z,142,PfE,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,244,,Recital Z,§,original text,RCV,+,"whereas strategic partnerships between the EU and countries of origin, such as Mauritania, are a successful model for the prevention of irregular migration;",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,245,,Recital AB,143,PfE,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,246,,Recital AB,§,original text,separate,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,247,,Recital AD,72,EPP,"",+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,248,,Recital AH,133,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,249,,Recital AI,134,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,250,,Recital AJ,135,ESN,"",-,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,251,,Recital AJ,§,original text,split,"","",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,252,,Recital AJ,"","",1,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,253,,Recital AJ,"","",2,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242080INI CSFP [McALLISTER],,7,254,,vote: resolution (as a whole),"","",RCV,+,"",Implementation of the common foreign and security policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,1,,§ 1,105,ESN,"",-,adoption 105 = 65 falls,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,2,,§ 1,65,The Left,split,"","",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,3,,§ 1,"","",RCV,-,"adds “extremist right wing” on same level as jihadist terrorists 
",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,4,,§ 1,"","",RCV,-,"Forced displacement of civilians and deliberate targeting of civilian persons and infrastructure: 
",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,5,,After § 1,15,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,6,,After § 1,66,The Left,RCV,-,"Rejects the militarisation of the
EU and the belligerent of objectives of the CSDP",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,7,,After § 1,67,The Left,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,8,,After § 1,68,The Left,RCV,-,"Claims that militarisation & ReArm Europe, attack public services",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,9,,§ 2,69,The Left,RCV,-,Highlights the US’s economic and military threats against EU,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,10,,§ 3,106,ESN,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,11,,After § 3,16,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,12,,§ 4,107,ESN,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,13,,After § 4,70,The Left,RCV,-,"“diplomacy should remain a cornerstone of EU foreign policy”
",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,14,,After § 4,71,The Left,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,15,,§ 5,108,ESN,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,16,,§ 5,123,ECR,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,17,,After § 5,72,The Left,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,18,,§ 7,109,ESN,"",-,adoption 109 = 124 falls,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,19,,§ 7,124,ECR,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,20,,After § 7,17,EPP,split,"","",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,21,,After § 7,"","",1,+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,22,,After § 7,"","",2,+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,23,,After § 7,73,The Left,RCV,-,Believes no collective policies should be pursued that would compromise MS neutrality,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,24,,§ 8,110,ESN,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,25,,§ 9,18,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,26,,§ 9,125,ECR,RCV,-,"Weakens text, deletes “defence union” references",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,27,,After § 9,19,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,28,,After § 9,20,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,29,,After § 9,21,EPP,RCV,+,"applauds the endorsement
of an Eastern Border Shield",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,30,,After § 9,100,S&D,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,31,,§ 10,1,ESN,RCV,-,“Recalls that the rearmament of Europe must not be achieved through the purchase of foreign weapons”,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,32,,§ 10,22,EPP,"",+,"
",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,33,,§ 10,74,The Left,split,"","",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,34,,§ 10,"","",1 RCV,-,"Expresses dismay about US appeasing Russia and it targeting allies
",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,35,,§ 10,"","",2 RCV,-,stresses that NATO is undermined by policies pursued by the United States,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,36,,§ 10,"","",3 RCV,-,Stresses need for EU and Member States to increase their efforts to defend themselves,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,37,,§ 10,118,ECR,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,38,,§ 10,126,ECR,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,39,,After § 10,75,The Left,"",-,adoption 75 = 76 falls,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,40,,After § 10,76,The Left,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,41,,§ 11,77,The Left,RCV,-,"Stresses unwillingness of EU and Member states to decouple from NATO in direct contradiction of strategic autonomy
adoption 77 = 127 falls",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,42,,§ 11,127,ECR,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,43,,After § 12,26,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,44,,After § 12,24,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,45,,After § 12,25,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,46,,After § 12,23,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,47,,After § 12,78,The Left,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,48,,§ 13,79,The Left,RCV,-,"Calls for immediate negotiations with Russia and urges NATO to not further escalate the conflict 
adoption 79 = 27 and 80 fall",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,49,,§ 13,27,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,50,,§ 13,80,The Left,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,51,,§ 13,§,original text,split,"","",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,52,,§ 13,"","",1,+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,53,,§ 13,"","",2,+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,54,,§ 13,"","",3,+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,55,,After § 13,28,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,56,,After § 13,29,EPP,"",+,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,57,,§ 14,81,The Left,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,58,,§ 15,82,The Left,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,59,,§ 15,111,ESN,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,60,,§ 17,112,ESN,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,61,,After § 17,30,EPP,split,"","",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,62,,After § 17,"","",1 RCV,+,Actions of the Hungarian Government undermine unity and solidarity,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,63,,After § 17,"","",2 RCV,+,Recalls that under the EPF countries are entitled to financial compensation for equipment deliveries to Ukraine.,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,64,,§ 18,113,ESN,"",-,adoption 113 = 137 falls,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,65,,§ 18,137,PfE,RCV,-,Opposes Ukraine’s membership in NATO,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,66,,§ 19,114,ESN,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,67,,§ 20,115,ESN,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,68,,§ 21,116,ESN,"",-,"",Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,69,,§ 22,§,original text,separate,+,Stresses the importance of cooperation with the Ukrainian defence industry,Implementation of the common security and defence policy – annual report 2024
2025-04-02,VOLF 20242082INI CSDP [PASCUAL DE LA PARTE],,8,70,,§ 24,83,The Left,"",-,"",Implementation of the common security and defence policy – annual report 2024
